County,State,fips,Latitude,Longitude
Las Piedras,PUERTO RICO,72085,18.18,-65.87
Loiza,PUERTO RICO,72087,18.42,-65.88
Luquillo,PUERTO RICO,72089,18.34,-65.72
Manati,PUERTO RICO,72091,18.42,-66.49
Maricao,PUERTO RICO,72093,18.18,-66.98
Maunabo,PUERTO RICO,72095,18.01,-65.9
Mayaguez,PUERTO RICO,72097,18.2,-67.14
Moca,PUERTO RICO,72099,18.4,-67.11
Morovis,PUERTO RICO,72101,18.32,-66.41
Naguabo,PUERTO RICO,72103,18.21,-65.74
Naranjito,PUERTO RICO,72105,18.29,-66.25
Orocovis,PUERTO RICO,72107,18.22,-66.41
Patillas,PUERTO RICO,72109,18.04,-66.02
Penuelas,PUERTO RICO,72111,18.06,-66.72
Ponce,PUERTO RICO,72113,18.22,-66.41
Quebradillas,PUERTO RICO,72115,18.47,-66.94
RincÃ³n,PUERTO RICO,72117,18.25,-65.99
Rio Grande,PUERTO RICO,72119,18.13,-66.94
Sabana Grande,PUERTO RICO,72121,18.09,-66.95
Salinas,PUERTO RICO,72123,17.98,-66.3
San German,PUERTO RICO,72125,18.11,-67.03
San Juan,PUERTO RICO,72127,18.46,-66.12
San Lorenzo,PUERTO RICO,72129,18.15,-65.98
San Sebastian,PUERTO RICO,72131,18.32,-66.97
Santa Isabel,PUERTO RICO,72133,17.99,-66.39
Toa Alta,PUERTO RICO,72135,18.39,-66.25
Toa Baja,PUERTO RICO,72137,18.43,-66.21
Trujillo Alto,PUERTO RICO,72139,18.34,-66
Utuado,PUERTO RICO,72141,18.26,-66.7
Vega Alta,PUERTO RICO,72143,18.41,-66.33
Vega Baja,PUERTO RICO,72145,18.42,-66.4
Vieques,PUERTO RICO,72147,18.12,-65.46
Villalba,PUERTO RICO,72149,18.13,-66.48
Yabucoa,PUERTO RICO,72151,18.05,-65.88
Yauco,PUERTO RICO,72153,18.04,-66.85
Providence,RHODE ISLAND,44007,41.87,-71.56
Kent,RHODE ISLAND,44003,41.68,-71.62
Washington,RHODE ISLAND,44009,41.41,-71.62
Newport,RHODE ISLAND,44005,41.49,-71.26
Bristol,RHODE ISLAND,44001,41.7,-71.28
Unknown,RHODE ISLAND,44,,
Abbeville,SOUTH CAROLINA,45001,34.17,-82.37
Aiken,SOUTH CAROLINA,45003,33.84,-81.61
Allendale,SOUTH CAROLINA,45005,33,-81.3
Anderson,SOUTH CAROLINA,45007,34.51,-82.64
Bamberg,SOUTH CAROLINA,45009,33.29,-81.03
Barnwell,SOUTH CAROLINA,45011,33.24,-81.36
Beaufort,SOUTH CAROLINA,45013,32.42,-80.68
Berkeley,SOUTH CAROLINA,45015,32.91,-80.01
Calhoun,SOUTH CAROLINA,45017,33.55,-80.71
Charleston,SOUTH CAROLINA,45019,32.78,-79.98
Cherokee,SOUTH CAROLINA,45021,35.07,-81.65
Chester,SOUTH CAROLINA,45023,34.55,-81.15
Chesterfield,SOUTH CAROLINA,45025,34.46,-80.25
Clarendon,SOUTH CAROLINA,45027,33.76,-80.15
Colleton,SOUTH CAROLINA,45029,33.06,-80.95
Darlington,SOUTH CAROLINA,45031,34.16,-80.06
Dillon,SOUTH CAROLINA,45033,34.42,-79.36
Dorchester,SOUTH CAROLINA,45035,32.92,-80.09
Edgefield,SOUTH CAROLINA,45037,33.78,-81.93
Fairfield,SOUTH CAROLINA,45039,34.49,-81.35
Florence,SOUTH CAROLINA,45041,33.93,-79.93
Georgetown,SOUTH CAROLINA,45043,33.36,-79.29
Greenville,SOUTH CAROLINA,45045,35.17,-82.18
Greenwood,SOUTH CAROLINA,45047,34.19,-82.15
Hampton,SOUTH CAROLINA,45049,32.92,-81.18
Horry,SOUTH CAROLINA,45051,33.99,-79.2
Jasper,SOUTH CAROLINA,45053,32.58,-80.92
Kershaw,SOUTH CAROLINA,45055,34.41,-80.34
Lancaster,SOUTH CAROLINA,45057,34.59,-80.67
Laurens,SOUTH CAROLINA,45059,34.47,-81.86
Lee,SOUTH CAROLINA,45061,34.21,-80.24
Lexington,SOUTH CAROLINA,45063,33.9,-81.54
Marion,SOUTH CAROLINA,45067,34.03,-79.35
Marlboro,SOUTH CAROLINA,45069,34.63,-79.68
McCormick,SOUTH CAROLINA,45065,33.63,-82.14
Newberry,SOUTH CAROLINA,45071,34.18,-81.87
Oconee,SOUTH CAROLINA,45073,34.51,-82.98
Orangeburg,SOUTH CAROLINA,45075,33.34,-80.68
Pickens,SOUTH CAROLINA,45077,34.72,-82.78
Richland,SOUTH CAROLINA,45079,34.14,-81.06
Saluda,SOUTH CAROLINA,45081,33.84,-81.66
Spartanburg,SOUTH CAROLINA,45083,34.94,-81.92
Sumter,SOUTH CAROLINA,45085,34.03,-80.45
Union,SOUTH CAROLINA,45087,34.59,-81.46
Williamsburg,SOUTH CAROLINA,45089,33.57,-79.98
York,SOUTH CAROLINA,45091,35.1,-81.22
Aurora,SOUTH DAKOTA,46003,43.71,-98.48
Beadle,SOUTH DAKOTA,46005,44.37,-98.04
Bennett,SOUTH DAKOTA,46007,43.17,-101.72
Bon Homme,SOUTH DAKOTA,46009,43.14,-97.71
Brookings,SOUTH DAKOTA,46011,44.28,-96.68
Brown,SOUTH DAKOTA,46013,45.46,-98.48
Brule,SOUTH DAKOTA,46015,43.8,-99.32
Buffalo,SOUTH DAKOTA,46017,44.04,-99.41
Butte,SOUTH DAKOTA,46019,44.66,-103.85
Campbell,SOUTH DAKOTA,46021,45.83,-100.07
Charles Mix,SOUTH DAKOTA,46023,43.03,-98.18
Clark,SOUTH DAKOTA,46025,45.09,-97.64
Clay,SOUTH DAKOTA,46027,42.76,-96.83
Codington,SOUTH DAKOTA,46029,44.91,-97.16
Corson,SOUTH DAKOTA,46031,45.76,-101.08
Custer,SOUTH DAKOTA,46033,43.49,-103.31
Davison,SOUTH DAKOTA,46035,43.73,-98.03
Day,SOUTH DAKOTA,46037,45.34,-97.74
Deuel,SOUTH DAKOTA,46039,44.55,-96.54
Dewey,SOUTH DAKOTA,46041,45,-101.23
Douglas,SOUTH DAKOTA,46043,43.31,-98.34
Edmunds,SOUTH DAKOTA,46045,45.45,-99.65
Fall River,SOUTH DAKOTA,46047,43.29,-103.82
Faulk,SOUTH DAKOTA,46049,45.16,-98.94
Grant,SOUTH DAKOTA,46051,45.29,-96.46
Gregory,SOUTH DAKOTA,46053,43.07,-98.94
Haakon,SOUTH DAKOTA,46055,44.07,-101.15
Hamlin,SOUTH DAKOTA,46057,44.58,-97.46
Hand,SOUTH DAKOTA,46059,44.52,-98.98
Hanson,SOUTH DAKOTA,46061,43.65,-97.77
Harding,SOUTH DAKOTA,46063,45.77,-103.06
Hughes,SOUTH DAKOTA,46065,44.37,-100.32
Hutchinson,SOUTH DAKOTA,46067,43.35,-97.43
Hyde,SOUTH DAKOTA,46069,44.52,-99.43
Jackson,SOUTH DAKOTA,46071,43.83,-101.27
Jerauld,SOUTH DAKOTA,46073,44.18,-98.36
Jones,SOUTH DAKOTA,46075,43.92,-100.53
Kingsbury,SOUTH DAKOTA,46077,44.22,-97.3
Lake,SOUTH DAKOTA,46079,43.89,-96.92
Lawrence,SOUTH DAKOTA,46081,44.38,-103.72
Lincoln,SOUTH DAKOTA,46083,43.3,-96.58
Lyman,SOUTH DAKOTA,46085,43.79,-99.38
Marshall,SOUTH DAKOTA,46091,45.61,-97.42
McCook,SOUTH DAKOTA,46087,43.59,-97.29
McPherson,SOUTH DAKOTA,46089,45.76,-99.62
Meade,SOUTH DAKOTA,46093,45.02,-102.03
Mellette,SOUTH DAKOTA,46095,43.46,-101.2
Miner,SOUTH DAKOTA,46097,43.88,-97.5
Minnehaha,SOUTH DAKOTA,46099,43.75,-96.73
Moody,SOUTH DAKOTA,46101,43.98,-96.81
Oglala Lakota,SOUTH DAKOTA,46102,43.33,-102.55
Pennington,SOUTH DAKOTA,46103,44.07,-103.23
Perkins,SOUTH DAKOTA,46105,45.52,-102.46
Potter,SOUTH DAKOTA,46107,45,-99.95
Roberts,SOUTH DAKOTA,46109,45.85,-97.1
Sanborn,SOUTH DAKOTA,46111,44,-97.92
Spink,SOUTH DAKOTA,46115,44.99,-98.49
Stanley,SOUTH DAKOTA,46117,44.36,-100.37
Sully,SOUTH DAKOTA,46119,44.83,-100.07
Todd,SOUTH DAKOTA,46121,43.3,-100.66
Tripp,SOUTH DAKOTA,46123,43.26,-99.71
Turner,SOUTH DAKOTA,46125,43.11,-96.95
Union,SOUTH DAKOTA,46127,43.02,-96.62
Walworth,SOUTH DAKOTA,46129,45.33,-100.12
Yankton,SOUTH DAKOTA,46135,42.88,-97.17
Ziebach,SOUTH DAKOTA,46137,44.6,-101.5
Anderson,TENNESSEE,47001,36.2,-84.04
Bedford,TENNESSEE,47003,35.59,-86.35
Benton,TENNESSEE,47005,36.23,-88.08
Bledsoe,TENNESSEE,47007,35.6,-85.19
Blount,TENNESSEE,47009,35.79,-83.97
Bradley,TENNESSEE,47011,35.28,-84.76
Campbell,TENNESSEE,47013,36.32,-84.21
Cannon,TENNESSEE,47015,35.94,-86.09
Carroll,TENNESSEE,47017,36.13,-88.51
Carter,TENNESSEE,47019,36.33,-82.23
Cheatham,TENNESSEE,47021,36.27,-87.05
Chester,TENNESSEE,47023,35.38,-88.42
Claiborne,TENNESSEE,47025,36.54,-83.67
Clay,TENNESSEE,47027,36.54,-85.5
Cocke,TENNESSEE,47029,36.04,-83.18
Coffee,TENNESSEE,47031,35.64,-86.2
Crockett,TENNESSEE,47033,35.78,-89.11
Cumberland,TENNESSEE,47035,35.9,-84.88
Davidson,TENNESSEE,47037,36.04,-86.64
Decatur,TENNESSEE,47039,35.44,-88.1
DeKalb,TENNESSEE,47041,35.97,-85.81
Dickson,TENNESSEE,47043,36.05,-87.31
Dyer,TENNESSEE,47045,36.15,-89.49
Fayette,TENNESSEE,47047,35.36,-89.57
Fentress,TENNESSEE,47049,36.38,-84.88
Franklin,TENNESSEE,47051,35.12,-86.18
Gibson,TENNESSEE,47053,36.19,-89.01
Giles,TENNESSEE,47055,34.99,-86.84
Grainger,TENNESSEE,47057,36.34,-83.28
Greene,TENNESSEE,47059,36.21,-82.74
Grundy,TENNESSEE,47061,35.42,-85.72
Hamblen,TENNESSEE,47063,36.15,-83.2
Hamilton,TENNESSEE,47065,35.01,-85
Hancock,TENNESSEE,47067,36.57,-83.04
Hardeman,TENNESSEE,47069,35.26,-88.99
Hardin,TENNESSEE,47071,35.03,-88.29
Hawkins,TENNESSEE,47073,36.52,-82.71
Haywood,TENNESSEE,47075,35.59,-89.25
Henderson,TENNESSEE,47077,35.63,-88.23
Henry,TENNESSEE,47079,36.42,-88.17
Hickman,TENNESSEE,47081,35.94,-87.34
Houston,TENNESSEE,47083,36.31,-87.7
Humphreys,TENNESSEE,47085,35.94,-87.76
Jackson,TENNESSEE,47087,36.22,-85.66
Jefferson,TENNESSEE,47089,36.02,-83.41
Johnson,TENNESSEE,47091,36.31,-82
Knox,TENNESSEE,47093,36.12,-83.8
Lake,TENNESSEE,47095,36.29,-89.47
Lauderdale,TENNESSEE,47097,35.83,-89.4
Lawrence,TENNESSEE,47099,35.32,-87.3
Lewis,TENNESSEE,47101,35.55,-87.55
Lincoln,TENNESSEE,47103,35.31,-86.63
Loudon,TENNESSEE,47105,35.65,-84.17
Macon,TENNESSEE,47111,36.52,-86.03
Madison,TENNESSEE,47113,35.63,-88.82
Marion,TENNESSEE,47115,35.01,-85.5
Marshall,TENNESSEE,47117,35.4,-86.71
Maury,TENNESSEE,47119,35.74,-86.92
McMinn,TENNESSEE,47107,35.45,-84.6
McNairy,TENNESSEE,47109,35.05,-88.81
Meigs,TENNESSEE,47121,35.52,-84.79
Monroe,TENNESSEE,47123,35.26,-84.3
Montgomery,TENNESSEE,47125,36.56,-87.34
Moore,TENNESSEE,47127,35.28,-86.35
Morgan,TENNESSEE,47129,36.03,-84.41
Obion,TENNESSEE,47131,36.33,-89.29
Overton,TENNESSEE,47133,36.51,-85.32
Perry,TENNESSEE,47135,35.61,-87.84
Pickett,TENNESSEE,47137,36.57,-85.13
Polk,TENNESSEE,47139,35.17,-84.65
Putnam,TENNESSEE,47141,36.15,-85.5
Rhea,TENNESSEE,47143,35.49,-85.01
Roane,TENNESSEE,47145,35.93,-84.56
Robertson,TENNESSEE,47147,36.58,-87.06
Rutherford,TENNESSEE,47149,35.7,-86.34
Scott,TENNESSEE,47151,36.33,-84.6
Sequatchie,TENNESSEE,47153,35.37,-85.38
Sevier,TENNESSEE,47155,35.72,-83.49
Shelby,TENNESSEE,47157,35.1,-90
Smith,TENNESSEE,47159,36.25,-85.94
Stewart,TENNESSEE,47161,36.59,-87.69
Sullivan,TENNESSEE,47163,36.53,-82.32
Sumner,TENNESSEE,47165,36.5,-86.3
Tipton,TENNESSEE,47167,35.44,-89.77
Trousdale,TENNESSEE,47169,36.4,-86.04
Unicoi,TENNESSEE,47171,36.14,-82.41
Union,TENNESSEE,47173,36.2,-83.74
Van Buren,TENNESSEE,47175,35.74,-85.45
Warren,TENNESSEE,47177,35.68,-85.77
Washington,TENNESSEE,47179,36.33,-82.36
Wayne,TENNESSEE,47181,35.38,-87.99
Weakley,TENNESSEE,47183,36.27,-88.69
White,TENNESSEE,47185,35.85,-85.51
Williamson,TENNESSEE,47187,35.86,-86.65
Wilson,TENNESSEE,47189,36.08,-86.4
Out of state,TENNESSEE,47,35.77,-86.28
Pending,TENNESSEE,47,35.77,-86.28
Anderson,Texas,48001,31.82,-95.65
Andrews,Texas,48003,32.3,-102.64
Angelina,Texas,48005,31.26,-94.61
Aransas,Texas,48007,28.11,-97
Archer,Texas,48009,33.62,-98.69
Armstrong,Texas,48011,34.96,-101.36
Atascosa,Texas,48013,28.89,-98.53
Austin,Texas,48015,29.88,-96.28
Bailey,Texas,48017,34.07,-102.83
Bandera,Texas,48019,29.75,-99.25
Bastrop,Texas,48021,30.1,-97.31
Baylor,Texas,48023,33.62,-99.21
Bee,Texas,48025,28.42,-97.74
Bell,Texas,48027,31.04,-97.48
Bexar,Texas,48029,29.45,-98.52
Blanco,Texas,48031,30.27,-98.4
Bosque,Texas,48035,31.9,-97.64
Bowie,Texas,48037,33.45,-94.42
Brazoria,Texas,48039,29.19,-95.45
Brazos,Texas,48041,30.66,-96.3
Brewster,Texas,48043,29.81,-103.25
Briscoe,Texas,48045,34.53,-101.21
Brooks,Texas,48047,27.03,-98.22
Brown,Texas,48049,31.77,-99
Burleson,Texas,48051,30.49,-96.62
Burnet,Texas,48053,30.79,-98.18
Caldwell,Texas,48055,29.84,-97.62
Calhoun,Texas,48057,28.47,-96.62
Callahan,Texas,48059,32.3,-99.37
Cameron,Texas,48061,26.14,-97.48
Camp,Texas,48063,32.97,-94.98
Carson,Texas,48065,35.4,-101.35
Cass,Texas,48067,33.08,-94.35
Castro,Texas,48069,34.53,-102.26
Chambers,Texas,48071,29.71,-94.67
Cherokee,Texas,48073,31.84,-95.17
Childress,Texas,48075,34.53,-100.21
Clay,Texas,48077,33.79,-98.21
Cochran,Texas,48079,33.6,-102.83
Coke,Texas,48081,31.89,-100.53
Coleman,Texas,48083,31.77,-99.45
Collin,Texas,48085,33.19,-96.57
Collingsworth,Texas,48087,34.96,-100.27
Colorado,Texas,48089,29.62,-96.53
Comal,Texas,48091,29.81,-98.28
Comanche,Texas,48093,31.95,-98.56
Concho,Texas,48095,31.33,-99.86
Cooke,Texas,48097,33.64,-97.21
Coryell,Texas,48099,31.39,-97.8
Cottle,Texas,48101,34.08,-100.28
Crane,Texas,48103,31.43,-102.51
Crockett,Texas,48105,30.72,-101.41
Crosby,Texas,48107,33.61,-101.3
Dallam,Texas,48111,36.28,-102.6
Dallas,Texas,48113,32.77,-96.78
Dawson,Texas,48115,32.74,-101.95
DeWitt,Texas,48123,29.08,-97.36
Deaf Smith,Texas,48117,34.96,-102.6
Delta,Texas,48119,33.39,-95.67
Denton,Texas,48121,33.2,-97.12
Dickens,Texas,48125,33.62,-100.78
Dimmit,Texas,48127,28.42,-99.76
Donley,Texas,48129,34.96,-100.81
Duval,Texas,48131,27.68,-98.51
Eastland,Texas,48133,32.33,-98.83
Ector,Texas,48135,31.87,-102.54
El Paso,Texas,48141,31.77,-106.24
Ellis,Texas,48139,32.35,-96.79
Erath,Texas,48143,32.24,-98.22
Falls,Texas,48145,31.25,-96.94
Fannin,Texas,48147,33.6,-96.11
Fayette,Texas,48149,29.88,-96.92
Fisher,Texas,48151,32.74,-100.4
Floyd,Texas,48153,34.07,-101.3
Fort Bend,Texas,48157,29.53,-95.77
Franklin,Texas,48159,33.18,-95.22
Freestone,Texas,48161,31.7,-96.15
Frio,Texas,48163,28.87,-99.11
Gaines,Texas,48165,32.74,-102.64
Galveston,Texas,48167,29.4,-94.9
Garza,Texas,48169,33.18,-101.3
Gillespie,Texas,48171,30.32,-98.95
Glasscock,Texas,48173,31.87,-101.52
Goliad,Texas,48175,28.66,-97.43
Gonzales,Texas,48177,29.46,-97.49
Gray,Texas,48179,35.4,-100.81
Grayson,Texas,48181,33.63,-96.68
Gregg,Texas,48183,32.48,-94.82
Grimes,Texas,48185,30.55,-95.99
Guadalupe,Texas,48187,29.58,-97.95
Hale,Texas,48189,34.07,-101.83
Hall,Texas,48191,34.53,-100.68
Hamilton,Texas,48193,31.7,-98.11
Hansford,Texas,48195,36.28,-101.36
Hardeman,Texas,48197,34.29,-99.75
Hardin,Texas,48199,30.33,-94.39
Harris,Texas,48201,29.86,-95.39
Harrison,Texas,48203,32.55,-94.37
Hartley,Texas,48205,35.84,-102.6
Haskell,Texas,48207,33.18,-99.73
Hays,Texas,48209,30.06,-98.03
Hemphill,Texas,48211,35.84,-100.27
Henderson,Texas,48213,32.21,-95.86
Hidalgo,Texas,48215,26.39,-98.18
Hill,Texas,48217,31.99,-97.13
Hockley,Texas,48219,33.61,-102.34
Hood,Texas,48221,32.43,-97.83
Hopkins,Texas,48223,33.15,-95.56
Houston,Texas,48225,31.32,-95.42
Howard,Texas,48227,32.31,-101.44
Hudspeth,Texas,48229,31.46,-105.39
Hunt,Texas,48231,33.12,-96.09
Hutchinson,Texas,48233,35.84,-101.36
Irion,Texas,48235,31.3,-100.98
Jack,Texas,48237,33.23,-98.17
Jackson,Texas,48239,28.96,-96.58
Jasper,Texas,48241,30.75,-94.03
Jefferson,Texas,48245,29.88,-94.16
Jim Hogg,Texas,48247,27.04,-98.7
Jim Wells,Texas,48249,27.73,-98.09
Johnson,Texas,48251,32.38,-97.37
Jones,Texas,48253,32.74,-99.88
Karnes,Texas,48255,28.91,-97.86
Kaufman,Texas,48257,32.6,-96.29
Kendall,Texas,48259,29.94,-98.71
Kerr,Texas,48265,30.06,-99.35
Kimble,Texas,48267,30.49,-99.75
Kinney,Texas,48271,29.35,-100.42
Kleberg,Texas,48273,27.42,-97.7
Knox,Texas,48275,33.6,-99.74
La Salle,Texas,48283,28.34,-99.1
Lamar,Texas,48277,33.67,-95.57
Lamb,Texas,48279,34.07,-102.35
Lampasas,Texas,48281,31.2,-98.24
Lavaca,Texas,48285,29.38,-96.93
Lee,Texas,48287,30.31,-96.97
Leon,Texas,48289,31.3,-95.99
Liberty,Texas,48291,30.15,-94.81
Limestone,Texas,48293,31.54,-96.58
Lipscomb,Texas,48295,36.28,-100.27
Live Oak,Texas,48297,28.35,-98.12
Llano,Texas,48299,30.71,-98.68
Lubbock,Texas,48303,33.61,-101.82
Lynn,Texas,48305,33.18,-101.82
Madison,Texas,48313,30.97,-95.93
Marion,Texas,48315,32.8,-94.36
Martin,Texas,48317,32.31,-101.95
Mason,Texas,48319,30.72,-99.23
Matagorda,Texas,48321,28.82,-96.01
Maverick,Texas,48323,28.74,-100.32
McCulloch,Texas,48307,31.19,-99.35
McLennan,Texas,48309,31.55,-97.2
Medina,Texas,48325,29.36,-99.11
Midland,Texas,48329,31.87,-102.03
Milam,Texas,48331,30.79,-96.98
Mills,Texas,48333,31.5,-98.59
Mitchell,Texas,48335,32.31,-100.92
Montague,Texas,48337,33.68,-97.72
Montgomery,Texas,48339,30.3,-95.51
Moore,Texas,48341,35.84,-101.89
Morris,Texas,48343,33.11,-94.73
Motley,Texas,48345,34.07,-100.78
Nacogdoches,Texas,48347,31.62,-94.62
Navarro,Texas,48349,32.05,-96.47
Newton,Texas,48351,30.78,-93.74
Nolan,Texas,48353,32.3,-100.41
Nueces,Texas,48355,27.74,-97.54
Ochiltree,Texas,48357,36.28,-100.82
Oldham,Texas,48359,35.4,-102.6
Orange,Texas,48361,30.12,-93.89
Palo Pinto,Texas,48363,32.75,-98.31
Panola,Texas,48365,32.16,-94.31
Parker,Texas,48367,32.78,-97.8
Parmer,Texas,48369,34.53,-102.78
Pecos,Texas,48371,30.78,-102.72
Polk,Texas,48373,30.8,-94.83
Potter,Texas,48375,35.4,-101.89
Presidio,Texas,48377,30,-104.24
Rains,Texas,48379,32.87,-95.79
Randall,Texas,48381,34.97,-101.9
Reagan,Texas,48383,31.37,-101.52
Real,Texas,48385,29.83,-99.82
Red River,Texas,48387,33.62,-95.05
Reeves,Texas,48389,31.32,-103.69
Refugio,Texas,48391,28.32,-97.16
Roberts,Texas,48393,35.84,-100.81
Robertson,Texas,48395,31.02,-96.51
Rockwall,Texas,48397,32.9,-96.41
Runnels,Texas,48399,31.83,-99.98
Rusk,Texas,48401,32.11,-94.76
Sabine,Texas,48403,31.34,-93.85
San Augustine,Texas,48405,31.4,-94.17
San Jacinto,Texas,48407,30.58,-95.16
San Patricio,Texas,48409,28.01,-97.52
San Saba,Texas,48411,31.16,-98.82
Scurry,Texas,48415,32.75,-100.92
Shackelford,Texas,48417,32.74,-99.35
Shelby,Texas,48419,31.79,-94.15
Sherman,Texas,48421,36.28,-101.89
Smith,Texas,48423,32.38,-95.27
Somervell,Texas,48425,32.22,-97.77
Starr,Texas,48427,26.56,-98.74
Stephens,Texas,48429,32.74,-98.84
Swisher,Texas,48437,34.53,-101.74
Tarrant,Texas,48439,32.77,-97.29
Taylor,Texas,48441,32.3,-99.89
Terry,Texas,48445,33.17,-102.34
Throckmorton,Texas,48447,33.18,-99.21
Titus,Texas,48449,33.21,-94.97
Tom Green,Texas,48451,31.4,-100.46
Travis,Texas,48453,30.33,-97.78
Trinity,Texas,48455,31.09,-95.14
Tyler,Texas,48457,30.77,-94.38
Upshur,Texas,48459,32.74,-94.94
Uvalde,Texas,48463,29.36,-99.76
Val Verde,Texas,48465,29.89,-101.15
Van Zandt,Texas,48467,32.56,-95.84
Victoria,Texas,48469,28.8,-96.97
Walker,Texas,48471,30.74,-95.57
Waller,Texas,48473,30.01,-95.99
Ward,Texas,48475,31.51,-103.09
Washington,Texas,48477,30.22,-96.41
Webb,Texas,48479,27.76,-99.33
Wharton,Texas,48481,29.28,-96.22
Wheeler,Texas,48483,35.4,-100.27
Wichita,Texas,48485,33.99,-98.7
Wilbarger,Texas,48487,34.08,-99.24
Willacy,Texas,48489,26.47,-97.62
Williamson,Texas,48491,30.65,-97.6
Wilson,Texas,48493,29.17,-98.09
Winkler,Texas,48495,31.85,-103.05
Wise,Texas,48497,33.22,-97.66
Wood,Texas,48499,32.79,-95.38
Yoakum,Texas,48501,33.17,-102.83
Young,Texas,48503,33.18,-98.69
Zapata,Texas,48505,27,-99.17
Zavala,Texas,48507,28.87,-99.76
Juab County,UTAH,49023,39.69,-112.83
Millard County,UTAH,49027,39.04,-113.09
Piute County,UTAH,49031,38.31,-112.1
Sanpete County,UTAH,49039,39.36,-111.58
Sevier County,UTAH,49041,38.73,-111.79
Wayne County,UTAH,49055,38.31,-111.12
Box Elder,UTAH,49003,41.36,-113.21
Cache,UTAH,49005,41.7,-111.75
Rich,UTAH,49033,41.66,-111.21
Davis County,UTAH,49011,41.03,-112.12
Salt Lake,UTAH,49035,40.66,-111.91
San Juan,UTAH,49037,37.59,-109.79
Carbon County,UTAH,49007,39.6,-110.65
Emery County,UTAH,49015,38.98,-110.8
Grand County,UTAH,49019,38.96,-109.66
Beaver County,UTAH,49001,38.33,-113.28
Garfield County,UTAH,49017,37.8,-111.59
Iron County,UTAH,49021,37.85,-113.29
Kane County,UTAH,49025,37.24,-112
Washington County,UTAH,49053,37.24,-113.53
Summit County,UTAH,49043,40.83,-111.12
Tooele County,UTAH,49045,40.41,-113.2
Uintah County,UTAH,49047,40.19,-109.58
Duchesne County,UTAH,49013,40.3,-110.47
Daggett County,UTAH,49009,40.92,-109.48
Utah,UTAH,49049,40.08,-111.63
Wasatch County,UTAH,49051,40.33,-111.12
Weber County,UTAH,49057,41.27,-111.89
Accomack,VIRGINIA,51001,37.74,-75.67
Albemarle,VIRGINIA,51003,38.01,-78.61
Alexandria,VIRGINIA,51510,37.55,-77.45
Alleghany,VIRGINIA,51005,37.82,-80.02
Amelia,VIRGINIA,51007,37.33,-78.01
Amherst,VIRGINIA,51009,37.6,-79.15
Appomattox,VIRGINIA,51011,37.36,-78.83
Arlington,VIRGINIA,51013,38.89,-77.08
Augusta,VIRGINIA,51015,38.18,-79.15
Bath,VIRGINIA,51017,39.63,-78.23
Bedford,VIRGINIA,51515,37.31,-79.54
Bland,VIRGINIA,51021,37.13,-81.12
Botetourt,VIRGINIA,51023,37.55,-79.8
Bristol,VIRGINIA,51520,36.65,-82.37
Brunswick,VIRGINIA,51025,36.78,-77.87
Buchanan,VIRGINIA,51027,37.26,-82.03
Buckingham,VIRGINIA,51029,37.56,-78.55
Buena Vista,VIRGINIA,51530,37.79,-79.38
Campbell,VIRGINIA,51031,37.22,-79.12
Caroline,VIRGINIA,51033,38.03,-77.36
Carroll,VIRGINIA,51035,36.74,-80.74
Charles City,VIRGINIA,51036,37.37,-77.06
Charlotte,VIRGINIA,51037,37.04,-78.65
Charlottesville,VIRGINIA,51540,38,-78.52
Chesapeake,VIRGINIA,51550,36.8,-76.27
Chesterfield,VIRGINIA,51041,37.39,-77.58
Clarke,VIRGINIA,51043,39.12,-77.99
Colonial Heights,VIRGINIA,51570,37.25,-77.4
Covington,VIRGINIA,51580,37.77,-79.46
Craig,VIRGINIA,51045,37.48,-80.2
Culpeper,VIRGINIA,51047,38.49,-77.96
Cumberland,VIRGINIA,51049,37.5,-78.25
Danville,VIRGINIA,51590,36.59,-79.4
Dickenson,VIRGINIA,51051,37.12,-82.36
Dinwiddie,VIRGINIA,51053,37.07,-77.65
Emporia,VIRGINIA,51595,36.69,-77.55
Essex,VIRGINIA,51057,37.91,-76.93
Fairfax,VIRGINIA,51600,38.85,-77.31
Fairfax,VIRGINIA,51600,37.55,-77.45
Falls Church,VIRGINIA,51610,38.88,-77.16
Fauquier,VIRGINIA,51061,38.75,-77.81
Floyd,VIRGINIA,51063,36.92,-80.39
Fluvanna,VIRGINIA,51065,37.85,-78.28
Franklin,VIRGINIA,51620,36.67,-76.92
Franklin,VIRGINIA,51620,36.99,-79.88
Frederick,VIRGINIA,51069,39.21,-78.28
Fredericksburg,VIRGINIA,51630,38.3,-77.46
Galax,VIRGINIA,51640,37.55,-77.45
Giles,VIRGINIA,51071,37.31,-80.71
Gloucester,VIRGINIA,51073,37.45,-76.56
Goochland,VIRGINIA,51075,37.72,-77.88
Grayson,VIRGINIA,51077,36.65,-81.21
Greene,VIRGINIA,51079,38.3,-78.47
Greensville,VIRGINIA,51081,36.64,-77.58
Halifax,VIRGINIA,51083,36.75,-78.94
Hampton,VIRGINIA,51650,36.99,-76.39
Hanover,VIRGINIA,51085,37.74,-77.45
Harrisonburg,VIRGINIA,51660,38.45,-78.87
Henrico,VIRGINIA,51087,37.55,-77.42
Henry,VIRGINIA,51089,36.67,-79.92
Highland,VIRGINIA,51091,39.3,-81.05
Hopewell,VIRGINIA,51670,37.3,-77.28
Isle of Wight,VIRGINIA,51093,36.9,-76.72
James City,VIRGINIA,51095,37.32,-76.8
